,Video_name,frame_name,face_name,Anger,Disgust,Fear,Happy,Sad,Surprise,Neutral,Time,result
11,movie5,movie5-0087.jpg,movie5-0087-1.jpg,0.02618973702192306,0.003803903236985207,0.0867396891117096,0.6538034677505493,0.1659507006406784,0.01849165186285973,0.04502080753445625,43.5,Happy
118,movie5,movie5-0088.jpg,movie5-0088-1.jpg,0.0442439429461956,0.005136579740792513,0.18520501255989075,0.3320222198963165,0.3702659010887146,0.028883786872029308,0.03424262627959252,44.0,Sad
69,movie5,movie5-0089.jpg,movie5-0089-1.jpg,0.12873566150665286,0.012043354101479052,0.1188061311841011,0.45066183805465704,0.19023381173610687,0.01919614523649216,0.08032306283712387,44.5,Happy
50,movie5,movie5-0090.jpg,movie5-0090-1.jpg,0.028894079849123955,0.008603774011135101,0.05426353216171265,0.7762299180030823,0.09727004170417786,0.010337268002331257,0.02440149150788784,45.0,Happy
115,movie5,movie5-0091.jpg,movie5-0091-1.jpg,0.01871485076844692,0.002781130839139223,0.03678357601165772,0.8254368305206299,0.04216475412249565,0.011517209000885488,0.06260166317224503,45.5,Happy
175,movie5,movie5-0092.jpg,movie5-0092-1.jpg,0.0579993799328804,0.003885918995365501,0.04052625596523285,0.5749422311782837,0.2308091223239899,0.006759163923561573,0.08507796376943587,46.0,Happy
73,movie5,movie5-0096.jpg,movie5-0096-1.jpg,0.3989163935184479,0.016299676150083542,0.1985134333372116,0.013177954591810705,0.3396073281764984,0.003988087177276611,0.029496999457478527,48.0,Anger
107,movie5,movie5-0097.jpg,movie5-0097-1.jpg,0.06734610348939896,0.002164204139262438,0.04963502287864685,0.5867083668708801,0.26016709208488464,0.0024608736857771873,0.03151829168200493,48.5,Happy
177,movie5,movie5-0098.jpg,movie5-0098-1.jpg,0.3036659359931946,0.004502591211348772,0.09570106863975524,0.05324317142367363,0.513224184513092,0.0021683373488485813,0.027494734153151512,49.0,Sad
41,movie5,movie5-0102.jpg,movie5-0102-1.jpg,0.2473048716783524,0.007078909780830145,0.14376649260520935,0.014743032865226269,0.5634522438049316,0.0022779980208724733,0.02137635461986065,51.0,Sad
66,movie5,movie5-0103.jpg,movie5-0103-1.jpg,0.2296527475118637,0.02090544626116753,0.17032748460769653,0.025960689410567284,0.5226768255233765,0.005347031634300947,0.02512987516820431,51.5,Sad
237,movie5,movie5-0104.jpg,movie5-0104-1.jpg,0.261942058801651,0.02775050327181816,0.22119516134262085,0.013523760251700878,0.4251135587692261,0.013580235652625559,0.03689472377300263,52.0,Sad
33,movie5,movie5-0105.jpg,movie5-0105-1.jpg,0.15628816187381744,0.0423889085650444,0.19447389245033264,0.03523232787847519,0.538251519203186,0.012655016034841536,0.020710183307528496,52.5,Sad
128,movie5,movie5-0106.jpg,movie5-0106-1.jpg,0.2861122190952301,0.06797222793102264,0.2565612494945526,0.04723682254552841,0.2879029214382172,0.016652487218379974,0.037562135607004166,53.0,Sad
35,movie5,movie5-0107.jpg,movie5-0107-1.jpg,0.2316689342260361,0.06248458847403526,0.22919467091560364,0.04868793115019798,0.390683114528656,0.012007007375359535,0.02527373656630516,53.5,Sad
71,movie5,movie5-0108.jpg,movie5-0108-1.jpg,0.13973726332187653,0.011834768578410149,0.17105133831501007,0.17820607125759125,0.4488436579704285,0.010501688346266748,0.03982515633106232,54.0,Sad
260,movie5,movie5-0109.jpg,movie5-0109-1.jpg,0.2725667655467987,0.0094662606716156,0.1681181639432907,0.02857959643006325,0.42886650562286377,0.012110822834074495,0.08029190450906754,54.5,Sad
212,movie5,movie5-0110.jpg,movie5-0110-1.jpg,0.13414444029331207,0.003031019819900393,0.1719055324792862,0.11743196099996568,0.5365657806396484,0.003443419234827161,0.03347781300544739,55.0,Sad
5,movie5,movie5-0111.jpg,movie5-0111-1.jpg,0.2195756733417511,0.0037038295995444064,0.11680502444505693,0.15819337964057922,0.46238350868225103,0.003027573693543673,0.03631104528903961,55.5,Sad
243,movie5,movie5-0112.jpg,movie5-0112-1.jpg,0.14641173183918,0.015405966900289059,0.12761396169662476,0.25568586587905884,0.3997520208358765,0.01420637033879757,0.04092414304614067,56.0,Sad
135,movie5,movie5-0125.jpg,movie5-0125-1.jpg,0.045120902359485626,0.002147157676517964,0.09970802068710327,0.3468867540359497,0.4607932269573212,0.00849090050905943,0.036853145807981484,62.5,Sad
31,movie5,movie5-0126.jpg,movie5-0126-1.jpg,0.2530941665172577,0.003542509861290455,0.12122272700071335,0.02298411726951599,0.5311548709869385,0.0023572391364723444,0.06564433127641678,63.0,Sad
134,movie5,movie5-0127.jpg,movie5-0127-1.jpg,0.0864567831158638,0.0011483129346743224,0.059486310929059975,0.4538613557815552,0.2612833082675934,0.006704169325530529,0.1310597062110901,63.5,Happy
204,movie5,movie5-0128.jpg,movie5-0128-1.jpg,0.1311810463666916,0.004931170493364334,0.09967774152755736,0.16790491342544556,0.5295780301094055,0.0068251858465373525,0.059901870787143714,64.0,Sad
42,movie5,movie5-0129.jpg,movie5-0129-1.jpg,0.13844792544841766,0.007249663583934306,0.17691603302955627,0.14610321819782254,0.4275878667831421,0.025830190628767014,0.0778651013970375,64.5,Sad
259,movie5,movie5-0130.jpg,movie5-0130-1.jpg,0.13846898078918454,0.014054195024073124,0.18588624894618988,0.0672258511185646,0.5247974395751953,0.020395411178469658,0.04917190968990326,65.0,Sad
63,movie5,movie5-0131.jpg,movie5-0131-1.jpg,0.10654601454734802,0.009275604970753193,0.1638583391904831,0.1225772351026535,0.5234665870666504,0.02396613173186779,0.05031004175543785,65.5,Sad
255,movie5,movie5-0132.jpg,movie5-0132-1.jpg,0.08138097077608109,0.009925290010869505,0.1172313541173935,0.03156054019927978,0.7342401146888733,0.004798101261258125,0.020863624289631844,66.0,Sad
133,movie5,movie5-0133.jpg,movie5-0133-1.jpg,0.14657533168792725,0.023922055959701538,0.16886401176452634,0.0627962127327919,0.5680730938911438,0.01420760527253151,0.015561717562377453,66.5,Sad
92,movie5,movie5-0134.jpg,movie5-0134-1.jpg,0.08181572705507277,0.011147101409733295,0.1446501463651657,0.08404707908630371,0.6427834630012512,0.014671052806079388,0.02088545449078083,67.0,Sad
160,movie5,movie5-0135.jpg,movie5-0135-1.jpg,0.08121228963136673,0.013845628127455713,0.1526118665933609,0.06905412673950195,0.6425586938858032,0.0071526323445141315,0.03356480598449707,67.5,Sad
61,movie5,movie5-0139.jpg,movie5-0139-1.jpg,0.08757564425468445,0.00732851680368185,0.13045021891593933,0.1967335343360901,0.5309264063835144,0.011029820889234545,0.035955823957920074,69.5,Sad
214,movie5,movie5-0140.jpg,movie5-0140-1.jpg,0.07693731784820558,0.009089517407119274,0.24708716571331024,0.08356036990880966,0.5237767100334167,0.010239492170512676,0.049309443682432175,70.0,Sad
203,movie5,movie5-0141.jpg,movie5-0141-1.jpg,0.04991335421800613,0.003080933587625623,0.12722167372703552,0.4148151278495789,0.3567965030670166,0.008248171769082544,0.03992429375648498,70.5,Happy
86,movie5,movie5-0143.jpg,movie5-0143-1.jpg,0.1749132126569748,0.0014579821145161984,0.17860031127929688,0.06625499576330185,0.35885176062583923,0.009368626400828363,0.210552990436554,71.5,Sad
113,movie5,movie5-0146.jpg,movie5-0146-1.jpg,0.18773092329502106,0.004656239412724972,0.12336324900388718,0.1000291109085083,0.35695675015449524,0.010673302225768566,0.21659040451049805,73.0,Sad
299,movie5,movie5-0148.jpg,movie5-0148-1.jpg,0.1081070825457573,0.0030534733086824413,0.12341960519552232,0.12644366919994354,0.4939873814582825,0.004951972048729658,0.14003682136535645,74.0,Sad
34,movie5,movie5-0149.jpg,movie5-0149-1.jpg,0.0674210712313652,0.0016169216251000762,0.05567124858498573,0.5447232127189636,0.2664279639720917,0.004451378248631954,0.05968822538852692,74.5,Happy
291,movie5,movie5-0150.jpg,movie5-0150-1.jpg,0.07069679349660872,0.0013392557157203555,0.04581964761018753,0.6406542062759399,0.16464745998382568,0.011114378459751606,0.06572826206684113,75.0,Happy
189,movie5,movie5-0151.jpg,movie5-0151-1.jpg,0.01718011125922203,0.0008986624889075756,0.024135639891028404,0.8422294855117798,0.0692349448800087,0.024000074714422226,0.02232104726135731,75.5,Happy
87,movie5,movie5-0152.jpg,movie5-0152-1.jpg,0.005069965030997992,0.00010828943777596578,0.008754665032029152,0.9324057102203368,0.02592538297176361,0.006258126348257065,0.021477840840816498,76.0,Happy
141,movie5,movie5-0153.jpg,movie5-0153-1.jpg,0.01338457502424717,0.0024710593279451127,0.01975083164870739,0.8865025043487549,0.04160856083035469,0.014543859288096428,0.02173854224383831,76.5,Happy
208,movie5,movie5-0154.jpg,movie5-0154-1.jpg,0.0037108566612005225,0.00020274380221962931,0.01140582375228405,0.9302103519439696,0.01641214266419411,0.0075684511102736,0.030489673838019368,77.0,Happy
273,movie5,movie5-0155.jpg,movie5-0155-1.jpg,0.056878045201301575,0.0060839648358523854,0.06144073978066445,0.4819148480892181,0.344168484210968,0.011180547066032888,0.03833339363336563,77.5,Happy
233,movie5,movie5-0156.jpg,movie5-0156-1.jpg,0.028921680524945263,0.0038798232562839994,0.05131271854043007,0.6282877922058105,0.1983422487974167,0.012640310451388359,0.07661548256874083,78.0,Happy
27,movie5,movie5-0157.jpg,movie5-0157-1.jpg,0.04998063296079636,0.007256031036376953,0.019811088219285008,0.8190609216690063,0.073860764503479,0.008797436952590942,0.02123315632343292,78.5,Happy
187,movie5,movie5-0158.jpg,movie5-0158-1.jpg,0.07622139900922775,0.012057694606482984,0.03107886388897896,0.6870696544647217,0.16317948698997498,0.009184805676341057,0.021208036690950397,79.0,Happy
112,movie5,movie5-0159.jpg,movie5-0159-1.jpg,0.07429639250040054,0.022582272067666054,0.04511581733822823,0.6888705492019653,0.1407492309808731,0.009729429148137571,0.01865631714463234,79.5,Happy
88,movie5,movie5-0160.jpg,movie5-0160-1.jpg,0.03906681761145592,0.003898538183420897,0.06353670358657837,0.7102885246276855,0.1330314427614212,0.024054061621427536,0.02612401731312275,80.0,Happy
1,movie5,movie5-0161.jpg,movie5-0161-1.jpg,0.08369973301887512,0.002425668062642217,0.060576602816581726,0.5144124031066895,0.2885730564594269,0.010865171439945698,0.0394473560154438,80.5,Happy
236,movie5,movie5-0162.jpg,movie5-0162-1.jpg,0.03816510736942291,0.0037624523974955078,0.0441589318215847,0.7561669349670409,0.12573547661304474,0.012583499774336815,0.019427688792347908,81.0,Happy
248,movie5,movie5-0163.jpg,movie5-0163-1.jpg,0.10570336133241652,0.013120220974087715,0.0982169434428215,0.24174466729164126,0.4836682081222534,0.020590212196111683,0.03695641830563545,81.5,Sad
16,movie5,movie5-0164.jpg,movie5-0164-1.jpg,0.081368088722229,0.01961178332567215,0.10046673566102983,0.4641871452331543,0.2701552510261536,0.026054734364151955,0.03815627098083496,82.0,Happy
261,movie5,movie5-0165.jpg,movie5-0165-1.jpg,0.06872349977493286,0.003400277346372605,0.14490526914596558,0.39312225580215454,0.2599647343158722,0.011893831193447113,0.1179901286959648,82.5,Happy
167,movie5,movie5-0166.jpg,movie5-0166-1.jpg,0.0297945998609066,0.005151239689439535,0.04749847948551178,0.7468755841255188,0.09326358884572984,0.01719551905989647,0.06022099405527115,83.0,Happy
68,movie5,movie5-0167.jpg,movie5-0167-1.jpg,0.01252150908112526,0.00019605238048825413,0.01008773688226938,0.8905156254768372,0.04837391525506973,0.003997399937361479,0.03430769965052605,83.5,Happy
19,movie5,movie5-0172.jpg,movie5-0172-1.jpg,0.06949016451835632,0.001374978106468916,0.1238466501235962,0.1757400631904602,0.38233253359794617,0.022016964852809903,0.2251987308263779,86.0,Sad
183,movie5,movie5-0174.jpg,movie5-0174-1.jpg,0.03999488428235054,0.001048683188855648,0.13032343983650208,0.5005006790161133,0.2385286092758179,0.012402628548443316,0.07720105350017548,87.0,Happy
276,movie5,movie5-0175.jpg,movie5-0175-1.jpg,0.007292345631867647,0.0001910841383505613,0.030482569709420208,0.7615350484848022,0.14041319489479065,0.003651153761893511,0.05643464624881744,87.5,Happy
12,movie5,movie5-0176.jpg,movie5-0176-1.jpg,0.017500022426247597,0.0009029617649503052,0.05053825303912163,0.763962984085083,0.13077056407928467,0.0072268745861947545,0.029098331928253174,88.0,Happy
199,movie5,movie5-0177.jpg,movie5-0177-1.jpg,0.09845399856567384,0.006075323559343815,0.14362719655036926,0.2567366361618042,0.30070897936820984,0.01622059755027294,0.17817725241184235,88.5,Sad
270,movie5,movie5-0178.jpg,movie5-0178-1.jpg,0.09444577991962433,0.009671498090028765,0.1283922791481018,0.256368100643158,0.3721382319927216,0.013540266081690788,0.12544387578964233,89.0,Sad
58,movie5,movie5-0179.jpg,movie5-0179-1.jpg,0.07226704806089401,0.010252030566334723,0.1140907257795334,0.28170478343963623,0.3334173858165741,0.011386240832507609,0.17688177525997162,89.5,Sad
129,movie5,movie5-0180.jpg,movie5-0180-1.jpg,0.046743500977754586,0.003334522014483809,0.07766779512166977,0.35751622915267944,0.3377979099750519,0.0063498481176793575,0.17059022188186646,90.0,Happy
235,movie5,movie5-0181.jpg,movie5-0181-1.jpg,0.0600476935505867,0.009578450582921505,0.12390653043985367,0.294000506401062,0.4041513502597809,0.01728856936097145,0.0910269170999527,90.5,Sad
179,movie5,movie5-0182.jpg,movie5-0182-1.jpg,0.06960143148899077,0.013432379812002182,0.11070533096790314,0.4432068467140198,0.2781732678413391,0.017129130661487583,0.06775160133838654,91.0,Happy
225,movie5,movie5-0183.jpg,movie5-0183-1.jpg,0.24138912558555606,0.05750041455030441,0.1727786511182785,0.11541340500116347,0.3346951305866241,0.03116142190992832,0.04706184938549995,91.5,Sad
242,movie5,movie5-0184.jpg,movie5-0184-1.jpg,0.006275384221225977,9.712982136989012e-05,0.01086143869906664,0.8703125119209291,0.07521975785493851,0.002479702001437545,0.034754183143377304,92.0,Happy
21,movie5,movie5-0186.jpg,movie5-0186-1.jpg,0.06174861639738082,0.0006939921295270324,0.12793149054050446,0.2774199545383453,0.3616796135902405,0.0077113104052841655,0.16281507909297946,93.0,Sad
215,movie5,movie5-0187.jpg,movie5-0187-1.jpg,0.07056991010904312,0.0070122573524713525,0.051267407834529884,0.5622979402542114,0.18476715683937076,0.009170878678560257,0.1149144172668457,93.5,Happy
264,movie5,movie5-0188.jpg,movie5-0188-1.jpg,0.03967609629034996,0.004115592688322067,0.05180131271481514,0.6655644774436951,0.12689806520938873,0.012299057096242905,0.09964544326066972,94.0,Happy
170,movie5,movie5-0197.jpg,movie5-0197-1.jpg,0.15688329935073853,0.0050399620085954675,0.10343296825885773,0.3642812371253967,0.315612256526947,0.0076336050406098374,0.04711662605404854,98.5,Happy
39,movie5,movie5-0198.jpg,movie5-0198-1.jpg,0.22195978462696075,0.00940839946269989,0.20043203234672546,0.05580970644950867,0.4265727698802948,0.00835891906172037,0.07745838165283203,99.0,Sad
122,movie5,movie5-0199.jpg,movie5-0199-1.jpg,0.09155794233083724,0.006389710120856762,0.2243567407131195,0.2187947928905487,0.3642869293689728,0.012465469539165495,0.08214841783046722,99.5,Sad
109,movie5,movie5-0200.jpg,movie5-0200-1.jpg,0.2715319395065308,0.047875195741653435,0.29786324501037603,0.00989260617643595,0.31212982535362244,0.026855116710066795,0.03385201841592789,100.0,Sad
165,movie5,movie5-0201.jpg,movie5-0201-1.jpg,0.11560621112585068,0.00442058965563774,0.1276456117630005,0.3662717044353485,0.2716054618358612,0.028787713497877118,0.08566274493932724,100.5,Happy
166,movie5,movie5-0202.jpg,movie5-0202-1.jpg,0.1407417356967926,0.012454263865947723,0.21703900396823886,0.04979642108082771,0.5254857540130615,0.008554345928132534,0.04592844471335411,101.0,Sad
62,movie5,movie5-0219.jpg,movie5-0219-1.jpg,0.19752663373947146,0.0320386216044426,0.23395659029483795,0.053868040442466736,0.3903355300426483,0.03609193116426468,0.056182559579610825,109.5,Sad
210,movie5,movie5-0227.jpg,movie5-0227-1.jpg,0.034973971545696265,0.0030877655372023587,0.06829040497541428,0.6827656626701355,0.1533418595790863,0.03307758644223213,0.024462683126330376,113.5,Happy
211,movie5,movie5-0228.jpg,movie5-0228-1.jpg,0.10789985954761504,0.011160504072904587,0.2021227478981018,0.13782881200313568,0.4625380039215088,0.0209365151822567,0.0575135201215744,114.0,Sad
29,movie5,movie5-0229.jpg,movie5-0229-1.jpg,0.08474073559045793,0.002283888403326273,0.09077747166156767,0.30410027503967285,0.3859279453754425,0.014671355485916138,0.1174982413649559,114.5,Sad
220,movie5,movie5-0230.jpg,movie5-0230-1.jpg,0.06494524329900743,0.002656532684341073,0.07613825052976607,0.5384175777435303,0.2449731081724167,0.014500861056149006,0.05836844444274902,115.0,Happy
104,movie5,movie5-0231.jpg,movie5-0231-1.jpg,0.006506371311843395,5.192458775127306e-05,0.0060694278217852116,0.9444414973258972,0.022057514637708664,0.0016984040848910806,0.01917484775185585,115.5,Happy
48,movie5,movie5-0233.jpg,movie5-0233-1.jpg,0.058527607470750816,0.0018281410448253157,0.06669503450393678,0.3978315591812134,0.2854349911212921,0.006289478857070208,0.1833932101726532,116.5,Happy
139,movie5,movie5-0234.jpg,movie5-0234-1.jpg,0.11813332140445708,0.0042976089753210545,0.09960027039051056,0.27492016553878784,0.3030657172203064,0.008112311363220215,0.1918705850839615,117.0,Sad
247,movie5,movie5-0235.jpg,movie5-0235-1.jpg,0.17463020980358124,0.006178015377372503,0.12714697420597074,0.13994891941547394,0.2954082190990448,0.0058470568619668475,0.2508406341075897,117.5,Sad
47,movie5,movie5-0236.jpg,movie5-0236-1.jpg,0.179314523935318,0.002364761661738157,0.18624818325042725,0.1656450480222702,0.42154809832572937,0.0049209664575755605,0.039958540350198746,118.0,Sad
20,movie5,movie5-0237.jpg,movie5-0237-1.jpg,0.2055128961801529,0.01359697338193655,0.15535588562488556,0.1905266344547272,0.2717708945274353,0.02199049293994904,0.1412462592124939,118.5,Sad
76,movie5,movie5-0238.jpg,movie5-0238-1.jpg,0.12074986100196837,0.004246835596859455,0.10400328785181047,0.5291223526000977,0.191755935549736,0.009312335401773451,0.04080938547849655,119.0,Happy
32,movie5,movie5-0242.jpg,movie5-0242-1.jpg,0.07819433510303497,0.010908848606050014,0.14469335973262787,0.06665187329053879,0.6396231055259705,0.012408489361405373,0.04752001538872719,121.0,Sad
123,movie5,movie5-0243.jpg,movie5-0243-1.jpg,0.055580511689186096,0.014048331417143343,0.09407472610473633,0.450147420167923,0.3552389144897461,0.018018117174506187,0.012891983613371849,121.5,Happy
190,movie5,movie5-0244.jpg,movie5-0244-1.jpg,0.04021208733320236,0.013177473098039629,0.07015782594680786,0.6947705745697021,0.1532440483570099,0.015315755270421503,0.0131222577765584,122.0,Happy
287,movie5,movie5-0245.jpg,movie5-0245-1.jpg,0.015498271211981772,0.007262660190463065,0.039280541241168976,0.8654894828796387,0.04555514082312584,0.01731313206255436,0.009600806050002577,122.5,Happy
14,movie5,movie5-0246.jpg,movie5-0246-1.jpg,0.033644143491983414,0.00990732479840517,0.06831104308366777,0.736960768699646,0.11959624290466307,0.015041591599583626,0.016538865864276886,123.0,Happy
219,movie5,movie5-0247.jpg,movie5-0247-1.jpg,0.16147589683532715,0.01834266446530819,0.2888367772102356,0.1436280608177185,0.3107513189315796,0.039788618683815,0.037176672369241714,123.5,Sad
262,movie5,movie5-0248.jpg,movie5-0248-1.jpg,0.07267310470342636,0.009944532997906208,0.1869383454322815,0.20073558390140533,0.4670065939426422,0.01849496364593506,0.04420683905482292,124.0,Sad
162,movie5,movie5-0249.jpg,movie5-0249-1.jpg,0.07376589626073837,0.010485869832336904,0.15553387999534607,0.15422530472278595,0.5665216445922852,0.010067221708595751,0.029400117695331573,124.5,Sad
85,movie5,movie5-0250.jpg,movie5-0250-1.jpg,0.08719436824321747,0.009516184218227863,0.1451513171195984,0.3797289729118347,0.3171331584453583,0.012843785807490349,0.04843224957585335,125.0,Happy
209,movie5,movie5-0251.jpg,movie5-0251-1.jpg,0.15142561495304108,0.007027301006019115,0.09041570872068404,0.2435244470834732,0.4887709021568298,0.0035625875461846594,0.015273369848728182,125.5,Sad
22,movie5,movie5-0252.jpg,movie5-0252-1.jpg,0.1048482283949852,0.004262486472725868,0.20446284115314484,0.1479744166135788,0.460304468870163,0.006546660792082547,0.07160095125436783,126.0,Sad
206,movie5,movie5-0253.jpg,movie5-0253-1.jpg,0.038667291402816766,0.0036757446359843016,0.08950594067573547,0.6420010328292847,0.15797486901283264,0.007193784229457378,0.06098142638802528,126.5,Happy
100,movie5,movie5-0254.jpg,movie5-0254-1.jpg,0.031053196638822562,0.002201308961957693,0.08681892603635788,0.4237143099308014,0.427116185426712,0.0027577520813792944,0.02633838541805744,127.0,Sad
