,Video_name,frame_name,face_name,Anger,Disgust,Fear,Happy,Sad,Surprise,Neutral
0,movie5,movie5-0044.jpg,movie5-0044-1.jpg,0.0015943037578836083,6.4309133449569345e-06,0.0009020052966661751,0.977348804473877,0.007259556092321873,0.00024844385916367173,0.012640567496418953
1,movie5,movie5-0161.jpg,movie5-0161-1.jpg,0.08369973301887512,0.0024256680626422167,0.060576602816581726,0.5144124031066895,0.2885730564594269,0.010865171439945698,0.0394473560154438
2,movie5,movie5-0572.jpg,movie5-0572-1.jpg,0.03162042796611786,0.0025240445975214243,0.04713113233447075,0.7197373509407043,0.13149960339069366,0.012571909464895725,0.05491543188691139
3,movie5,movie5-0420.jpg,movie5-0420-1.jpg,0.05933719873428345,0.0019338313722983003,0.08053427934646606,0.34556350111961365,0.3209783136844635,0.008542336523532867,0.1831105649471283
4,movie5,movie5-0075.jpg,movie5-0075-1.jpg,0.1965087652206421,0.01446501538157463,0.21637624502182007,0.22472262382507324,0.2915755808353424,0.0140687869861722,0.04228295013308525
5,movie5,movie5-0111.jpg,movie5-0111-1.jpg,0.2195756733417511,0.003703829599544406,0.11680502444505692,0.15819337964057922,0.462383508682251,0.0030275736935436726,0.03631104528903961
6,movie5,movie5-0406.jpg,movie5-0406-1.jpg,0.19336429238319397,0.01387696247547865,0.14619597792625427,0.06322973221540451,0.5221067070960999,0.0129525912925601,0.04827367886900902
7,movie5,movie5-0276.jpg,movie5-0276-1.jpg,0.08656378090381622,0.029537908732891083,0.22270508110523224,0.33238089084625244,0.25534358620643616,0.014084741473197937,0.059383977204561234
8,movie5,movie5-0045.jpg,movie5-0045-1.jpg,0.003934572450816631,5.74834193685092e-05,0.004252907820045948,0.9647801518440247,0.016941802576184273,0.0007115154876373708,0.009321515448391438
9,movie5,movie5-0447.jpg,movie5-0447-1.jpg,0.06544644385576248,0.004359272308647633,0.06850350648164749,0.43409422039985657,0.38461604714393616,0.008032108657062054,0.03494840860366821
10,movie5,movie5-0595.jpg,movie5-0595-1.jpg,0.1175420880317688,0.00445672357454896,0.2371145486831665,0.15371599793434143,0.44350749254226685,0.012561805546283722,0.03110130876302719
11,movie5,movie5-0087.jpg,movie5-0087-1.jpg,0.026189737021923065,0.0038039032369852066,0.0867396891117096,0.6538034677505493,0.1659507006406784,0.018491651862859726,0.04502080753445625
12,movie5,movie5-0176.jpg,movie5-0176-1.jpg,0.017500022426247597,0.0009029617649503052,0.05053825303912163,0.763962984085083,0.13077056407928467,0.007226874586194754,0.029098331928253174
13,movie5,movie5-0480.jpg,movie5-0480-1.jpg,0.08446919918060303,0.012359293177723885,0.12633086740970612,0.07322215288877487,0.6699634194374084,0.007147785741835833,0.02650732733309269
14,movie5,movie5-0246.jpg,movie5-0246-1.jpg,0.033644143491983414,0.00990732479840517,0.06831104308366776,0.736960768699646,0.11959624290466309,0.015041591599583626,0.016538865864276886
15,movie5,movie5-0415.jpg,movie5-0415-1.jpg,0.01896810717880726,0.0029032810125499964,0.023102404549717903,0.8223417401313782,0.1099415123462677,0.009486407972872257,0.013256458565592766
16,movie5,movie5-0164.jpg,movie5-0164-1.jpg,0.081368088722229,0.01961178332567215,0.10046673566102982,0.4641871452331543,0.27015525102615356,0.026054734364151955,0.03815627098083496
17,movie5,movie5-0567.jpg,movie5-0567-1.jpg,0.08585511893033981,0.008444753475487232,0.10340511053800583,0.2703251540660858,0.4395913779735565,0.010118081234395504,0.08226055651903152
18,movie5,movie5-0439.jpg,movie5-0439-1.jpg,0.005830494221299887,0.00010274555097566918,0.008971631526947021,0.9330570101737976,0.02718648500740528,0.0029623897280544043,0.02188926376402378
19,movie5,movie5-0172.jpg,movie5-0172-1.jpg,0.06949016451835632,0.001374978106468916,0.12384665012359619,0.1757400631904602,0.38233253359794617,0.022016964852809906,0.22519873082637787
20,movie5,movie5-0237.jpg,movie5-0237-1.jpg,0.2055128961801529,0.01359697338193655,0.15535588562488556,0.19052663445472717,0.2717708945274353,0.021990492939949036,0.1412462592124939
21,movie5,movie5-0186.jpg,movie5-0186-1.jpg,0.06174861639738083,0.0006939921295270324,0.12793149054050446,0.27741995453834534,0.3616796135902405,0.007711310405284166,0.16281507909297943
22,movie5,movie5-0252.jpg,movie5-0252-1.jpg,0.1048482283949852,0.004262486472725868,0.20446284115314484,0.1479744166135788,0.46030446887016296,0.006546660792082548,0.07160095125436783
